id,repository_name,name,ingredient,version,duration,listed,tag_context,tag_name
81,parent-detector,Parent Detector,false,4,2,true,technologies,raspberry-pi
82,rpi-theory-pir,About PIR motion sensors,true,,1,false,,
83,rpi-gpio-connect-pir,Connecting a PIR motion sensor,true,,1,false,,
84,rpi-python-piezoelectric-buzzer,Using a Piezoelectric Buzzer with a Raspberry Pi,true,,1,false,technologies,python
85,laser-tripwire,A Raspberry Pi Laser Tripwire,false,4,2,true,curriculum,3
85,laser-tripwire,A Raspberry Pi Laser Tripwire,false,4,2,true,curriculum,programming-2
85,laser-tripwire,A Raspberry Pi Laser Tripwire,false,4,2,true,curriculum,phys-comp-3
85,laser-tripwire,A Raspberry Pi Laser Tripwire,false,4,2,true,curriculum,design-0
85,laser-tripwire,A Raspberry Pi Laser Tripwire,false,4,2,true,curriculum,manufacture-1
85,laser-tripwire,A Raspberry Pi Laser Tripwire,false,4,2,true,curriculum,community-0
85,laser-tripwire,A Raspberry Pi Laser Tripwire,false,4,2,true,hardware,electronic-components
85,laser-tripwire,A Raspberry Pi Laser Tripwire,false,4,2,true,hardware,raspberry-pi
85,laser-tripwire,A Raspberry Pi Laser Tripwire,false,4,2,true,interests,humour
85,laser-tripwire,A Raspberry Pi Laser Tripwire,false,4,2,true,site_areas,projects
85,laser-tripwire,A Raspberry Pi Laser Tripwire,false,4,2,true,software,python
85,laser-tripwire,A Raspberry Pi Laser Tripwire,false,4,2,true,technologies,raspberry-pi
85,laser-tripwire,A Raspberry Pi Laser Tripwire,false,4,2,true,technologies,python
85,laser-tripwire,A Raspberry Pi Laser Tripwire,false,4,2,true,technologies,electronic-components
87,generic-python-while-true,While True loop in Python,true,,1,false,technologies,python
90,rpi-bash-play-with-omxplayer,Playing a video with omxplayer,true,,1,false,,
92,generic-python-lambda-functions,Using Lambda Functions in Python,true,,1,false,technologies,python
94,lost-in-space,Lost in Space,false,4,2,true,curriculum,design-0
94,lost-in-space,Lost in Space,false,4,2,true,curriculum,community-0
94,lost-in-space,Lost in Space,false,4,2,true,curriculum,manufacture-0
94,lost-in-space,Lost in Space,false,4,2,true,curriculum,1
94,lost-in-space,Lost in Space,false,4,2,true,curriculum,phys-comp-0
94,lost-in-space,Lost in Space,false,4,2,true,curriculum,programming-1
94,lost-in-space,Lost in Space,false,4,2,true,interests,space
94,lost-in-space,Lost in Space,false,4,2,true,site_areas,projects
94,lost-in-space,Lost in Space,false,4,2,true,software,scratch
94,lost-in-space,Lost in Space,false,4,2,true,technologies,scratch
95,generic-scratch-coordinates,Coordinates in Scratch,true,,1,false,technologies,scratch
97,build-an-octapi,Build an OctaPi,false,4,3,true,curriculum,phys-comp-1
97,build-an-octapi,Build an OctaPi,false,4,3,true,curriculum,programming-3
97,build-an-octapi,Build an OctaPi,false,4,3,true,curriculum,design-0
97,build-an-octapi,Build an OctaPi,false,4,3,true,curriculum,manufacture-0
97,build-an-octapi,Build an OctaPi,false,4,3,true,curriculum,community-0
97,build-an-octapi,Build an OctaPi,false,4,3,true,curriculum,3
97,build-an-octapi,Build an OctaPi,false,4,3,true,hardware,raspberry-pi
97,build-an-octapi,Build an OctaPi,false,4,3,true,interests,big-project
97,build-an-octapi,Build an OctaPi,false,4,3,true,interests,cybersecurity-and-cryptography
97,build-an-octapi,Build an OctaPi,false,4,3,true,site_areas,projects
97,build-an-octapi,Build an OctaPi,false,4,3,true,software,python
97,build-an-octapi,Build an OctaPi,false,4,3,true,technologies,raspberry-pi
97,build-an-octapi,Build an OctaPi,false,4,3,true,technologies,python
99,octapi-public-key-cryptography,OctaPi: Public Key Cryptography,false,4,3,true,curriculum,programming-4
99,octapi-public-key-cryptography,OctaPi: Public Key Cryptography,false,4,3,true,curriculum,phys-comp-0
99,octapi-public-key-cryptography,OctaPi: Public Key Cryptography,false,4,3,true,curriculum,manufacture-0
99,octapi-public-key-cryptography,OctaPi: Public Key Cryptography,false,4,3,true,curriculum,community-0
99,octapi-public-key-cryptography,OctaPi: Public Key Cryptography,false,4,3,true,curriculum,design-0
99,octapi-public-key-cryptography,OctaPi: Public Key Cryptography,false,4,3,true,curriculum,4
99,octapi-public-key-cryptography,OctaPi: Public Key Cryptography,false,4,3,true,hardware,raspberry-pi
99,octapi-public-key-cryptography,OctaPi: Public Key Cryptography,false,4,3,true,interests,cybersecurity-and-cryptography
99,octapi-public-key-cryptography,OctaPi: Public Key Cryptography,false,4,3,true,site_areas,projects
99,octapi-public-key-cryptography,OctaPi: Public Key Cryptography,false,4,3,true,software,python
99,octapi-public-key-cryptography,OctaPi: Public Key Cryptography,false,4,3,true,technologies,python
99,octapi-public-key-cryptography,OctaPi: Public Key Cryptography,false,4,3,true,technologies,raspberry-pi
100,google-voice-aiy,Control LEDs with your voice,false,4,3,true,curriculum,design-0
100,google-voice-aiy,Control LEDs with your voice,false,4,3,true,curriculum,3
100,google-voice-aiy,Control LEDs with your voice,false,4,3,true,curriculum,programming-3
100,google-voice-aiy,Control LEDs with your voice,false,4,3,true,curriculum,phys-comp-2
100,google-voice-aiy,Control LEDs with your voice,false,4,3,true,curriculum,community-0
100,google-voice-aiy,Control LEDs with your voice,false,4,3,true,curriculum,manufacture-1
100,google-voice-aiy,Control LEDs with your voice,false,4,3,true,hardware,electronic-components
100,google-voice-aiy,Control LEDs with your voice,false,4,3,true,site_areas,projects
100,google-voice-aiy,Control LEDs with your voice,false,4,3,true,software,python
100,google-voice-aiy,Control LEDs with your voice,false,4,3,true,technologies,python
100,google-voice-aiy,Control LEDs with your voice,false,4,3,true,technologies,electronic-components
102,rpi-aiy-voice-assemble,Assembling the AIY Voice Kit,true,,1,false,,
103,generic-api-google-assistant,Enabling the Google Assistant API,true,,1,false,,
104,generic-python-finding-substrings,Finding sub-strings with Python,true,,1,false,technologies,python
105,hamster-party-cam,Hamster Party Cam,false,,3,true,curriculum,community-0
105,hamster-party-cam,Hamster Party Cam,false,,3,true,curriculum,2
105,hamster-party-cam,Hamster Party Cam,false,,3,true,curriculum,phys-comp-2
105,hamster-party-cam,Hamster Party Cam,false,,3,true,curriculum,design-1
105,hamster-party-cam,Hamster Party Cam,false,,3,true,curriculum,programming-2
105,hamster-party-cam,Hamster Party Cam,false,,3,true,curriculum,manufacture-0
105,hamster-party-cam,Hamster Party Cam,false,,3,true,interests,photography
105,hamster-party-cam,Hamster Party Cam,false,,3,true,site_areas,projects
105,hamster-party-cam,Hamster Party Cam,false,,3,true,technologies,python
106,people-in-space-indicator,People in Space Indicator,false,4,2,true,curriculum,community-0
106,people-in-space-indicator,People in Space Indicator,false,4,2,true,curriculum,manufacture-0
106,people-in-space-indicator,People in Space Indicator,false,4,2,true,curriculum,design-0
106,people-in-space-indicator,People in Space Indicator,false,4,2,true,curriculum,2
106,people-in-space-indicator,People in Space Indicator,false,4,2,true,curriculum,phys-comp-2
106,people-in-space-indicator,People in Space Indicator,false,4,2,true,curriculum,programming-2
106,people-in-space-indicator,People in Space Indicator,false,4,2,true,interests,space
106,people-in-space-indicator,People in Space Indicator,false,4,2,true,site_areas,projects
106,people-in-space-indicator,People in Space Indicator,false,4,2,true,software,python
106,people-in-space-indicator,People in Space Indicator,false,4,2,true,technologies,python
107,generic-python-requests,Fetching webpages with requests,true,,1,false,technologies,python
108,rpi-physical-connect-led,Connecting LEDs to the Raspberry Pi,true,,1,false,,
109,generic-physical-led-calcs,Calculating resistors for LEDs,true,,1,false,,
110,rpi-explorerhat-attach,Attaching an Explorer HAT,true,,1,false,,
111,cat-meme-generator,Cat meme generator,false,4,2,true,curriculum,phys-comp-0
111,cat-meme-generator,Cat meme generator,false,4,2,true,curriculum,2
111,cat-meme-generator,Cat meme generator,false,4,2,true,curriculum,design-1
111,cat-meme-generator,Cat meme generator,false,4,2,true,curriculum,community-0
111,cat-meme-generator,Cat meme generator,false,4,2,true,curriculum,manufacture-0
111,cat-meme-generator,Cat meme generator,false,4,2,true,curriculum,programming-2
111,cat-meme-generator,Cat meme generator,false,4,2,true,interests,animals
111,cat-meme-generator,Cat meme generator,false,4,2,true,site_areas,projects
111,cat-meme-generator,Cat meme generator,false,4,2,true,software,html-css-javascript
111,cat-meme-generator,Cat meme generator,false,4,2,true,technologies,html-css-javascript
112,pixel-pet,Sense Hat Pixel Pet,false,4,2,true,curriculum,design-1
112,pixel-pet,Sense Hat Pixel Pet,false,4,2,true,curriculum,phys-comp-1
112,pixel-pet,Sense Hat Pixel Pet,false,4,2,true,curriculum,programming-3
112,pixel-pet,Sense Hat Pixel Pet,false,4,2,true,curriculum,community-0
112,pixel-pet,Sense Hat Pixel Pet,false,4,2,true,curriculum,3
112,pixel-pet,Sense Hat Pixel Pet,false,4,2,true,curriculum,manufacture-0
112,pixel-pet,Sense Hat Pixel Pet,false,4,2,true,interests,animals
112,pixel-pet,Sense Hat Pixel Pet,false,4,2,true,interests,games
112,pixel-pet,Sense Hat Pixel Pet,false,4,2,true,site_areas,projects
112,pixel-pet,Sense Hat Pixel Pet,false,4,2,true,technologies,raspberry-pi
112,pixel-pet,Sense Hat Pixel Pet,false,4,2,true,technologies,python
112,pixel-pet,Sense Hat Pixel Pet,false,4,2,true,technologies,sense-hat
113,generic-html-create-and-save,Creating and saving a HTML file,true,,1,false,,
114,rpi-sensehat-temperature,Sense HAT temperature reading,true,,1,false,technologies,python
115,generic-theory-what-is-humidity,What is humidity?,true,,1,false,,
116,rpi-sensehat-humidity,Sense HAT humidity reading,true,,1,false,technologies,python
117,generic-theory-what-is-pressure,What is pressure? ,true,,1,false,,
118,rpi-sensehat-pressure,Sense HAT pressure reading,true,,1,false,technologies,python
119,rpi-sensehat-what-is-imu,What is an IMU?,true,,1,false,,
120,rpi-sensehat-pitch-roll-yaw,"Sense HAT pitch, roll and yaw readings",true,,1,false,technologies,python
121,rpi-sensehat-joystick,Sense HAT detecting joystick movement,true,,1,false,technologies,python
123,generic-python-tuples,Understanding tuples in Python,true,,1,false,technologies,python
124,generic-theory-colours,Representing colours with numbers,true,,1,false,,
125,generic-python-function-scope,Scope in Python Functions,true,,1,false,technologies,python
126,generic-theory-what-is-entropy,What is entropy?,true,,1,false,,
127,generic-python-for-loop,Python for loop,true,,1,false,technologies,python
128,where-is-the-space-station,Where is the Space Station?,false,3,2,true,curriculum,community-0
128,where-is-the-space-station,Where is the Space Station?,false,3,2,true,curriculum,design-0
128,where-is-the-space-station,Where is the Space Station?,false,3,2,true,curriculum,manufacture-0
128,where-is-the-space-station,Where is the Space Station?,false,3,2,true,curriculum,phys-comp-0
128,where-is-the-space-station,Where is the Space Station?,false,3,2,true,curriculum,3
128,where-is-the-space-station,Where is the Space Station?,false,3,2,true,curriculum,programming-3
128,where-is-the-space-station,Where is the Space Station?,false,3,2,true,interests,space
128,where-is-the-space-station,Where is the Space Station?,false,3,2,true,site_areas,projects
128,where-is-the-space-station,Where is the Space Station?,false,3,2,true,software,python
128,where-is-the-space-station,Where is the Space Station?,false,3,2,true,technologies,python
129,popular-pets,Popular Pets,false,3,2,true,curriculum,community-0
129,popular-pets,Popular Pets,false,3,2,true,curriculum,programming-1
129,popular-pets,Popular Pets,false,3,2,true,curriculum,manufacture-0
129,popular-pets,Popular Pets,false,3,2,true,curriculum,1
129,popular-pets,Popular Pets,false,3,2,true,curriculum,phys-comp-0
129,popular-pets,Popular Pets,false,3,2,true,curriculum,design-0
129,popular-pets,Popular Pets,false,3,2,true,interests,animals
129,popular-pets,Popular Pets,false,3,2,true,site_areas,projects
129,popular-pets,Popular Pets,false,3,2,true,software,python
129,popular-pets,Popular Pets,false,3,2,true,technologies,python
130,generic-javascript-create-a-function,Create a function in JavaScript,true,,1,false,,
131,rpi-picamera-using-preview,Previewing with PiCamera,true,,1,false,technologies,python
132,generic-python-creating-a-variable,Creating a variable in Python,true,,1,false,technologies,python
134,generic-python-key-value-pairs,Python dictionary key-values pairs,true,,1,false,technologies,python
135,generic-python-iterating-dictionaries,Iterating over Python dictionaries,true,,1,false,technologies,python
136,rpi-sensehat-display-colour,Displaying a colour on the Sense HAT,true,,1,false,technologies,python
137,rpi-sensehat-single-pixel,Setting a single pixel on the Sense HAT,true,,1,false,technologies,python
138,rpi-sensehat-multiple-pixels,Setting multiple pixels on the Sense HAT,true,,1,false,technologies,python
139,rpi-sensehat-load-image-led,Loading an image onto the Sense HAT LED matrix,true,,1,false,technologies,python
140,space-maze,Space Maze,false,4.0.1,2,true,curriculum,manufacture-0
140,space-maze,Space Maze,false,4.0.1,2,true,curriculum,community-0
140,space-maze,Space Maze,false,4.0.1,2,true,curriculum,1
140,space-maze,Space Maze,false,4.0.1,2,true,curriculum,programming-1
140,space-maze,Space Maze,false,4.0.1,2,true,curriculum,design-0
140,space-maze,Space Maze,false,4.0.1,2,true,curriculum,phys-comp-0
140,space-maze,Space Maze,false,4.0.1,2,true,interests,space
140,space-maze,Space Maze,false,4.0.1,2,true,site_areas,projects
140,space-maze,Space Maze,false,4.0.1,2,true,software,scratch
140,space-maze,Space Maze,false,4.0.1,2,true,technologies,scratch
141,generic-scratch-backdrop-from-file,Adding a backdrop from a file,true,,1,false,technologies,scratch
142,generic-scratch-add-sprite-from-file,Adding a sprite from a file,true,,1,false,technologies,scratch
143,octapi-calculating-pi,OctaPi: Calculate Pi,false,4,3,true,curriculum,community-0
143,octapi-calculating-pi,OctaPi: Calculate Pi,false,4,3,true,curriculum,design-0
143,octapi-calculating-pi,OctaPi: Calculate Pi,false,4,3,true,curriculum,phys-comp-0
143,octapi-calculating-pi,OctaPi: Calculate Pi,false,4,3,true,curriculum,manufacture-0
143,octapi-calculating-pi,OctaPi: Calculate Pi,false,4,3,true,curriculum,programming-4
143,octapi-calculating-pi,OctaPi: Calculate Pi,false,4,3,true,curriculum,4
143,octapi-calculating-pi,OctaPi: Calculate Pi,false,4,3,true,site_areas,projects
143,octapi-calculating-pi,OctaPi: Calculate Pi,false,4,3,true,software,python
143,octapi-calculating-pi,OctaPi: Calculate Pi,false,4,3,true,technologies,python
144,generic-theory-lat-long,What are latitude and longitude?,true,,1,false,interests,space
145,clone-wars,Clone Wars,false,4,2,true,curriculum,manufacture-0
145,clone-wars,Clone Wars,false,4,2,true,curriculum,design-0
145,clone-wars,Clone Wars,false,4,2,true,curriculum,phys-comp-0
145,clone-wars,Clone Wars,false,4,2,true,curriculum,community-0
145,clone-wars,Clone Wars,false,4,2,true,curriculum,programming-1
145,clone-wars,Clone Wars,false,4,2,true,curriculum,1
145,clone-wars,Clone Wars,false,4,2,true,interests,games
145,clone-wars,Clone Wars,false,4,2,true,site_areas,projects
145,clone-wars,Clone Wars,false,4,2,true,software,scratch
145,clone-wars,Clone Wars,false,4,2,true,technologies,scratch
147,rpi-scratch-control-led,Control an LED with Scratch 2 on the Raspberry Pi,true,,1,false,technologies,scratch
148,rpi-scratch-add-pi-gpio,Adding the Pi GPIO Extension in Scratch,true,,1,false,technologies,scratch
149,rpi-scratch-opening,Opening Scratch 2 on the Raspberry Pi,true,,1,false,technologies,scratch
150,rpi-scratch-button,Using buttons with Scratch 2,true,,1,false,technologies,scratch
152,generic-python-turtle-new,Creating a New Python Turtle,true,,1,false,technologies,python
153,generic-python-turtle-basics,Python Turtle basics,true,,1,false,technologies,python
154,generic-python-turtle-moving,Moving a Python Turtle,true,,1,false,technologies,python
155,generic-python-turtle-moving-without-drawing,Moving a Python Turtle without drawing,true,,1,false,technologies,python
156,generic-python-turtle-coordinates,Move Python turtle to coordinates,true,,1,,,
157,generic-python-turtle-color-names,Using Python turtle color names,true,,1,false,technologies,python
158,generic-python-turtle-write,Writing text with Python turtle,true,,1,false,technologies,python
159,generic-scratch-set-coordinates,Set a sprite's coordinates in Scratch,true,,1,false,technologies,scratch
160,generic-scratch-basic-pen,Basic drawing in Scratch,true,,1,false,technologies,scratch
162,generic-python-turtle-background-image,Setting a Python turtle background image,true,,1,false,technologies,python
163,generic-python-turtle-world-coordinates,Setting Python turtle world coordinates,true,,1,false,technologies,python
164,generic-python-turtle-image,Using a Python turtle image,true,,1,false,technologies,python
165,generic-json,What is JSON?,true,,1,false,,
166,generic-unix-timestamp,Unix Timestamp,true,,1,false,,
167,generic-python-for-loop-list,For loop over a list in Python,true,,1,false,,
168,build-a-buggy,Build a robot buggy,false,4,3,true,curriculum,manufacture-1
168,build-a-buggy,Build a robot buggy,false,4,3,true,curriculum,2
168,build-a-buggy,Build a robot buggy,false,4,3,true,curriculum,phys-comp-2
168,build-a-buggy,Build a robot buggy,false,4,3,true,curriculum,design-0
168,build-a-buggy,Build a robot buggy,false,4,3,true,curriculum,programming-2
168,build-a-buggy,Build a robot buggy,false,4,3,true,curriculum,community-0
168,build-a-buggy,Build a robot buggy,false,4,3,true,hardware,raspberry-pi
168,build-a-buggy,Build a robot buggy,false,4,3,true,hardware,electronic-components
168,build-a-buggy,Build a robot buggy,false,4,3,true,interests,robotics
168,build-a-buggy,Build a robot buggy,false,4,3,true,interests,big-project
168,build-a-buggy,Build a robot buggy,false,4,3,true,site_areas,projects
168,build-a-buggy,Build a robot buggy,false,4,3,true,software,python
168,build-a-buggy,Build a robot buggy,false,4,3,true,technologies,python
168,build-a-buggy,Build a robot buggy,false,4,3,true,technologies,raspberry-pi
